DateAware,DateSubmitted,DataBreachCause,DateStart,DateEnd,Name,Id,CyberattackType,WashingtoniansAffected,IndustryType,WashingtoniansAffectedRange,BreachLifecycleRange,DaysToContainBreach,DaysToIdentifyBreach,DiscoveredInProgress,DaysOfExposure,EndedOnDayDiscovered,DaysElapsedBeforeNotification,DaysOfExposureRange
07/06/2021 12:00:00 AM,08/04/2021 12:00:00 AM,Unauthorized Access,02/19/2021 12:00:00 AM,03/31/2021 12:00:00 AM,Renton Regional Fire Authority,10793,Phishing,1334,Government,"1,000-9,999",100-199,0,137,false,40,false,29,1-99
05/17/2021 12:00:00 AM,07/12/2021 12:00:00 AM,Cyberattack,05/12/2021 12:00:00 AM,05/26/2021 12:00:00 AM,Clover Park School District,10691,Ransomware,5872,Education,"1,000-9,999",1-99,9,5,true,14,false,56,1-99
07/12/2021 12:00:00 AM,08/17/2021 12:00:00 AM,Theft or Mistake,,,"BackNine Insurance and Financial Services, Inc.",10807,,866,Finance,500-999,Unknown,,,false,,false,36,Unknown
06/04/2021 12:00:00 AM,07/08/2021 12:00:00 AM,Unauthorized Access,05/28/2021 12:00:00 AM,06/04/2021 12:00:00 AM,"Forefront Management, LLC and Forefront Dermatology, S.C.",10808,,877,Health,500-999,1-99,0,7,true,7,true,34,1-99
04/26/2021 12:00:00 AM,07/13/2021 12:00:00 AM,Cyberattack,,,King County Public Health Hospital District No. 2 Dba Evergreen Health,10813,Malware,20215,Health,"10,000-49,999",Unknown,,,false,,false,78,Unknown
07/16/2020 12:00:00 AM,10/23/2020 12:00:00 AM,Unauthorized Access,07/01/2020 12:00:00 AM,07/16/2020 12:00:00 AM,"Fragomen, Del Rey, Bernsen & Loewy, LLP",10840,,581,Business,500-999,1-99,0,15,true,15,true,99,1-99
06/19/2021 12:00:00 AM,07/30/2021 12:00:00 AM,Cyberattack,06/19/2021 12:00:00 AM,06/20/2021 12:00:00 AM,Motor Trend Group LLC,10806,Unclear/unknown,1600,Business,"1,000-9,999",1-99,1,0,true,1,false,41,1-99
03/20/2021 12:00:00 AM,08/13/2021 12:00:00 AM,Cyberattack,03/16/2021 12:00:00 AM,04/13/2021 12:00:00 AM,Destination Maternity,10843,Ransomware,2237,Business,"1,000-9,999",1-99,24,4,true,28,false,146,1-99
06/11/2021 12:00:00 AM,08/23/2021 12:00:00 AM,Cyberattack,11/24/2020 12:00:00 AM,12/09/2020 12:00:00 AM,"American Freight, LLC ",10846,Malware,876,Business,500-999,100-199,0,199,false,15,false,73,1-99
08/17/2020 12:00:00 AM,08/06/2021 12:00:00 AM,Cyberattack,07/27/2020 12:00:00 AM,08/17/2020 12:00:00 AM,"Ibex Global Solutions, Inc. (“Ibex”)",10841,Ransomware,891,Business,500-999,1-99,0,21,true,21,true,354,1-99
12/18/2020 12:00:00 AM,08/24/2021 12:00:00 AM,Cyberattack,,,"SmartStart Employment Screening, Inc.",10863,Malware,639,Business,500-999,Unknown,,,false,,false,249,Unknown
06/29/2021 12:00:00 AM,08/27/2021 12:00:00 AM,Cyberattack,06/18/2021 12:00:00 AM,06/29/2021 12:00:00 AM,"CareATC, Inc.",10864,Phishing,600,Health,500-999,1-99,0,11,true,11,true,59,1-99
08/17/2020 12:00:00 AM,12/01/2020 12:00:00 AM,Unauthorized Access,05/19/2020 12:00:00 AM,08/17/2020 12:00:00 AM,Kitsap County Credit Union,10913,,3268,Finance,"1,000-9,999",1-99,0,90,true,90,true,106,1-99
07/07/2021 12:00:00 AM,09/03/2021 12:00:00 AM,Cyberattack,07/07/2021 12:00:00 AM,07/07/2021 12:00:00 AM,Famous Smoke Shop,10916,Ransomware,32950,Business,"10,000-49,999",0,0,0,true,0,true,58,0
09/15/2021 12:00:00 AM,09/22/2021 12:00:00 AM,Unauthorized Access,09/13/2021 12:00:00 AM,,"Epik Holdings, Inc.",11011,,2040,Business,"1,000-9,999",Unknown,,2,false,,false,7,Unknown
01/24/2021 12:00:00 AM,09/24/2021 12:00:00 AM,Cyberattack,01/24/2021 12:00:00 AM,01/24/2021 12:00:00 AM,Golden Entertainment,11012,Ransomware,3223,Business,"1,000-9,999",0,0,0,true,0,true,243,0
08/17/2021 12:00:00 AM,08/24/2021 12:00:00 AM,Cyberattack,07/22/2021 12:00:00 AM,,T-Mobile USA,10856,Malware,2079648,Business,"1,000,000+",Unknown,,26,false,,false,7,Unknown
07/02/2021 12:00:00 AM,08/09/2021 12:00:00 AM,Cyberattack,,,"Spreadshirt, Inc.",11029,Ransomware,911,Business,500-999,Unknown,,,false,,false,38,Unknown
09/14/2021 12:00:00 AM,09/24/2021 12:00:00 AM,Theft or Mistake,09/09/2021 12:00:00 AM,09/09/2021 12:00:00 AM,Zenith American Solutions,11033,,1687,Health,"1,000-9,999",1-99,0,5,false,0,false,10,0
03/15/2021 12:00:00 AM,08/30/2021 12:00:00 AM,Unauthorized Access,03/13/2021 12:00:00 AM,,"Hyphen, LLC",11035,,1331,Finance,"1,000-9,999",Unknown,,2,false,,false,168,Unknown
11/20/2020 12:00:00 AM,09/21/2021 12:00:00 AM,Cyberattack,03/11/2020 12:00:00 AM,12/15/2020 12:00:00 AM,"Dick Blick Holdings, Inc.",11040,Malware,690,Business,500-999,200-299,25,254,true,279,false,305,200-299
03/30/2021 12:00:00 AM,09/24/2021 12:00:00 AM,Unauthorized Access,,08/27/2021 12:00:00 AM,"Hattrup & Associates, P.S.",11041,,2839,Finance,"1,000-9,999",Unknown,150,,true,,false,178,Unknown
09/09/2021 12:00:00 AM,09/30/2021 12:00:00 AM,Unauthorized Access,05/02/2020 12:00:00 AM,05/17/2020 12:00:00 AM,"The Neiman Marcus Group, LLC (“NMG” or the “Company”)",11043,,67410,Business,"50,000-999,999",400-499,0,495,false,15,false,21,1-99
04/24/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,04/23/2021 12:00:00 AM,04/24/2021 12:00:00 AM,Smile Brands Inc.,11100,Ransomware,108927,Health,"50,000-999,999",1-99,0,1,true,1,true,167,1-99
08/10/2021 12:00:00 AM,10/08/2021 12:00:00 AM,Cyberattack,08/08/2021 12:00:00 AM,08/10/2021 12:00:00 AM,"ReproSource Fertility Diagnostics, Inc.",11101,Ransomware,7781,Health,"1,000-9,999",1-99,0,2,true,2,true,59,1-99
07/03/2021 12:00:00 AM,10/04/2021 12:00:00 AM,Unauthorized Access,07/01/2021 12:00:00 AM,10/05/2021 12:00:00 AM,Royell Manufacturing,11106,,1145,Business,"1,000-9,999",1-99,94,2,true,96,false,93,1-99
06/14/2021 12:00:00 AM,10/11/2021 12:00:00 AM,Cyberattack,06/14/2021 12:00:00 AM,06/15/2021 12:00:00 AM,University Medical Center of Southern Nevada (UMC),11113,Unclear/unknown,3572,Health,"1,000-9,999",1-99,1,0,true,1,false,119,1-99
06/25/2020 12:00:00 AM,10/13/2021 12:00:00 AM,Cyberattack,06/25/2020 12:00:00 AM,06/25/2020 12:00:00 AM,American Osteopathic Association,11124,Ransomware,4253,Non-Profit/Charity,"1,000-9,999",0,0,0,true,0,true,475,0
09/11/2021 12:00:00 AM,10/14/2021 12:00:00 AM,Unauthorized Access,09/11/2021 12:00:00 AM,09/11/2021 12:00:00 AM,The Public School and Education Employees Retirement Systems,11125,,532,Government,500-999,0,0,0,true,0,true,33,0
11/18/2020 12:00:00 AM,10/14/2021 12:00:00 AM,Cyberattack,07/21/2020 12:00:00 AM,12/19/2020 12:00:00 AM,"Elevated Title, LLC ",11126,Phishing,685,Business,500-999,100-199,31,120,true,151,false,330,100-199
09/08/2021 12:00:00 AM,10/18/2021 12:00:00 AM,Cyberattack,07/01/2021 12:00:00 AM,07/07/2021 12:00:00 AM,World Travel Holdings,11129,Ransomware,1692,Business,"1,000-9,999",1-99,0,69,false,6,false,40,1-99
07/15/2021 12:00:00 AM,10/20/2021 12:00:00 AM,Cyberattack,07/15/2021 12:00:00 AM,,Buddhist Tzu Chi Foundation,11130,Ransomware,582,Non-Profit/Charity,500-999,Unknown,,0,false,,false,97,Unknown
08/05/2021 12:00:00 AM,10/21/2021 12:00:00 AM,Cyberattack,08/02/2021 12:00:00 AM,08/05/2021 12:00:00 AM,"Wallick & Volk, Inc.",11131,Malware,1625,Finance,"1,000-9,999",1-99,0,3,true,3,true,77,1-99
05/21/2021 12:00:00 AM,10/29/2021 12:00:00 AM,Cyberattack,05/21/2021 12:00:00 AM,05/21/2021 12:00:00 AM,"Goldwater Bank, N.A.",11192,Ransomware,762,Finance,500-999,0,0,0,true,0,true,161,0
03/16/2021 12:00:00 AM,10/21/2021 12:00:00 AM,Unauthorized Access,02/03/2021 12:00:00 AM,03/16/2021 12:00:00 AM,"SCUF Gaming International, LLC",11207,,691,Business,500-999,1-99,0,41,true,41,true,219,1-99
06/24/2021 12:00:00 AM,11/15/2021 12:00:00 AM,Cyberattack,,,Sea Mar Community Health Centers,11218,Unclear/unknown,628569,Health,"50,000-999,999",Unknown,,,false,,false,144,Unknown
06/03/2021 12:00:00 AM,10/28/2021 12:00:00 AM,Cyberattack,06/03/2021 12:00:00 AM,06/03/2021 12:00:00 AM,"Terrier Media Buyer, Inc. dba Cox Media Group",11225,Ransomware,693,Business,500-999,0,0,0,true,0,true,147,0
09/01/2021 12:00:00 AM,11/08/2021 12:00:00 AM,Unauthorized Access,,09/12/2021 12:00:00 AM,"Insureon Holdings, LLC",11226,,671,Finance,500-999,Unknown,11,,true,,false,68,Unknown
08/03/2020 12:00:00 AM,11/09/2021 12:00:00 AM,Unauthorized Access,07/31/2020 12:00:00 AM,08/04/2020 12:00:00 AM,Hoffman Construction Company,11232,,3078,Business,"1,000-9,999",1-99,1,3,true,4,false,463,1-99
12/24/2020 12:00:00 AM,11/10/2021 12:00:00 AM,Cyberattack,12/24/2020 12:00:00 AM,02/15/2021 12:00:00 AM,Christensen O’Connor Johnson Kindness PLLC,11233,Malware,815,Business,500-999,1-99,53,0,true,53,false,321,1-99
06/22/2021 12:00:00 AM,11/11/2021 12:00:00 AM,Unauthorized Access,02/18/2021 12:00:00 AM,06/29/2021 12:00:00 AM,Opportunity Council,11234,,664,Non-Profit/Charity,500-999,100-199,7,124,true,131,false,142,100-199
11/24/2020 12:00:00 AM,10/20/2021 12:00:00 AM,Cyberattack,,,Abeo Solutions Inc. d/b/a Crystal Practice Management,11235,Ransomware,6141,Health,"1,000-9,999",Unknown,,,false,,false,330,Unknown
07/02/2021 12:00:00 AM,10/20/2021 12:00:00 AM,Theft or Mistake,08/17/2020 12:00:00 AM,07/02/2021 12:00:00 AM,"J.B. Hunt Transport, Inc.",11236,,3798,Business,"1,000-9,999",300-399,0,319,true,319,true,110,300-399
08/08/2021 12:00:00 AM,10/27/2021 12:00:00 AM,Cyberattack,,,Primary Residential Mortgage,11237,Malware,1712,Finance,"1,000-9,999",Unknown,,,false,,false,80,Unknown
10/09/2021 12:00:00 AM,11/22/2021 12:00:00 AM,Cyberattack,10/09/2021 12:00:00 AM,10/15/2021 12:00:00 AM,Boeing Employees Credit Union,11238,Skimmers,657,Finance,500-999,1-99,6,0,true,6,false,44,1-99
08/05/2021 12:00:00 AM,09/30/2021 12:00:00 AM,Unauthorized Access,07/26/2021 12:00:00 AM,07/28/2021 12:00:00 AM,LPL Financial LLC,11099,,992,Finance,500-999,1-99,0,10,false,2,false,56,1-99
10/22/2021 12:00:00 AM,11/16/2021 12:00:00 AM,Cyberattack,09/26/2020 12:00:00 AM,10/27/2021 12:00:00 AM,"Diode Dynamics, L.L.C.",11256,Skimmers,1462,Business,"1,000-9,999",300-399,5,391,true,396,false,25,300-399
09/04/2021 12:00:00 AM,11/18/2021 12:00:00 AM,Cyberattack,08/29/2021 12:00:00 AM,09/04/2021 12:00:00 AM,"Utah Imaging Associates, Inc.",11257,Ransomware,895,Health,500-999,1-99,0,6,true,6,true,75,1-99
04/19/2021 12:00:00 AM,11/22/2021 12:00:00 AM,Cyberattack,04/19/2021 12:00:00 AM,04/20/2021 12:00:00 AM,One Community Health,11259,Ransomware,7945,Health,"1,000-9,999",1-99,1,0,true,1,false,217,1-99
02/08/2021 12:00:00 AM,11/22/2021 12:00:00 AM,Cyberattack,01/19/2021 12:00:00 AM,01/29/2021 12:00:00 AM,Astoria Company LLC,11260,Other,22095,Business,"10,000-49,999",1-99,0,20,false,10,false,287,1-99
08/06/2021 12:00:00 AM,11/29/2021 12:00:00 AM,Cyberattack,05/24/2021 12:00:00 AM,07/28/2021 12:00:00 AM,"DNA Diagnostics Center, Inc.",11269,Ransomware,4278,Business,"1,000-9,999",1-99,0,74,false,65,false,115,1-99
09/07/2021 12:00:00 AM,11/30/2021 12:00:00 AM,Cyberattack,08/08/2021 12:00:00 AM,08/08/2021 12:00:00 AM,"Cedar Grove Composting, Inc.",11271,Ransomware,1596,Business,"1,000-9,999",1-99,0,30,false,0,false,84,0
11/03/2021 12:00:00 AM,12/01/2021 12:00:00 AM,Cyberattack,09/19/2021 12:00:00 AM,09/22/2021 12:00:00 AM,"HealthCare, Inc. ",11272,Unclear/unknown,625,Health,500-999,1-99,0,45,false,3,false,28,1-99
06/10/2021 12:00:00 AM,12/03/2021 12:00:00 AM,Cyberattack,05/25/2021 12:00:00 AM,06/10/2021 12:00:00 AM,American Council for International Studies ,11273,Malware,3712,Business,"1,000-9,999",1-99,0,16,true,16,true,176,1-99
07/16/2021 12:00:00 AM,12/09/2021 12:00:00 AM,Cyberattack,07/13/2021 12:00:00 AM,07/16/2021 12:00:00 AM,"Mor Furniture for Less, Inc.",11274,Ransomware,731,Business,500-999,1-99,0,3,true,3,true,146,1-99
11/11/2021 12:00:00 AM,12/10/2021 12:00:00 AM,Unauthorized Access,10/25/2021 12:00:00 AM,11/11/2021 12:00:00 AM,"BioPlus Specialty Pharmacy Services, LLC",11275,,13357,Health,"10,000-49,999",1-99,0,17,true,17,true,29,1-99
11/17/2021 12:00:00 AM,11/23/2021 12:00:00 AM,Cyberattack,09/06/2021 12:00:00 AM,,"GoDaddy.com, LLC",11279,Malware,9581,Business,"1,000-9,999",Unknown,,72,false,,false,6,Unknown
08/27/2021 12:00:00 AM,11/30/2021 12:00:00 AM,Cyberattack,08/25/2021 12:00:00 AM,08/27/2021 12:00:00 AM,Seneca Family of Agencies,11281,Malware,1313,Health,"1,000-9,999",1-99,0,2,true,2,true,95,1-99
09/28/2021 12:00:00 AM,12/06/2021 12:00:00 AM,Cyberattack,09/28/2021 12:00:00 AM,,"Pawn America Minnesota, LLC",11282,Ransomware,748,Business,500-999,Unknown,,0,false,,false,69,Unknown
11/12/2021 12:00:00 AM,12/16/2021 12:00:00 AM,Cyberattack,11/11/2021 12:00:00 AM,11/12/2021 12:00:00 AM,"Cirrus Asset Management, Inc.",11285,Ransomware,568,Business,500-999,1-99,0,1,true,1,true,34,1-99
10/15/2021 12:00:00 AM,12/17/2021 12:00:00 AM,Theft or Mistake,10/01/2021 12:00:00 AM,,"Tennis Warehouse, LLC",11286,,18228,Business,"10,000-49,999",Unknown,,14,false,,false,63,Unknown
10/15/2021 12:00:00 AM,12/17/2021 12:00:00 AM,Theft or Mistake,10/01/2021 12:00:00 AM,,"Tackle Warehouse, LLC",11287,,10942,Business,"10,000-49,999",Unknown,,14,false,,false,63,Unknown
10/15/2021 12:00:00 AM,12/17/2021 12:00:00 AM,Theft or Mistake,10/01/2021 12:00:00 AM,,"Running Warehouse, LLC",11288,,17556,Business,"10,000-49,999",Unknown,,14,false,,false,63,Unknown
10/15/2021 12:00:00 AM,12/17/2021 12:00:00 AM,Theft or Mistake,10/01/2021 12:00:00 AM,,"Skate Warehouse, LLC",11289,,8655,Business,"1,000-9,999",Unknown,,14,false,,false,63,Unknown
08/12/2021 12:00:00 AM,12/17/2021 12:00:00 AM,Cyberattack,02/12/2021 12:00:00 AM,10/26/2021 12:00:00 AM,Heirloom Roses,11299,Malware,3118,Business,"1,000-9,999",200-299,75,181,true,256,false,127,200-299
11/19/2021 12:00:00 AM,01/07/2022 12:00:00 AM,Cyberattack,11/13/2021 12:00:00 AM,,"BearTooth Mapping, Inc.",11303,Malware,4774,Business,"1,000-9,999",Unknown,,6,false,,false,49,Unknown
10/10/2021 12:00:00 AM,12/30/2021 12:00:00 AM,Cyberattack,11/01/2019 12:00:00 AM,08/31/2021 12:00:00 AM,Penn LLC d/b/a PulseTV,11304,Malware,4302,Business,"1,000-9,999",500+,0,709,false,669,false,81,500+
11/16/2021 12:00:00 AM,12/20/2021 12:00:00 AM,Cyberattack,08/17/2021 12:00:00 AM,10/11/2021 12:00:00 AM,"J.C. Penney Corporation, Inc. Pension Plan",11305,Ransomware,1147,Business,"1,000-9,999",1-99,0,91,false,55,false,34,1-99
11/01/2021 12:00:00 AM,12/22/2021 12:00:00 AM,Cyberattack,04/01/2021 12:00:00 AM,11/01/2021 12:00:00 AM,Pro Wrestling Tees,11306,Malware,581,Business,500-999,200-299,0,214,true,214,true,51,200-299
12/12/2021 12:00:00 AM,12/30/2021 12:00:00 AM,Cyberattack,12/07/2021 12:00:00 AM,12/12/2021 12:00:00 AM,"McMenamins, Inc.",11321,Ransomware,4693,Business,"1,000-9,999",1-99,0,5,true,5,true,18,1-99
10/19/2021 12:00:00 AM,01/02/2022 12:00:00 AM,Cyberattack,10/15/2021 12:00:00 AM,10/19/2021 12:00:00 AM,North Broward Hospital District d/b/a Broward Health,11322,Malware,1168,Health,"1,000-9,999",1-99,0,4,true,4,true,75,1-99
09/27/2021 12:00:00 AM,01/03/2022 12:00:00 AM,Cyberattack,,09/27/2021 12:00:00 AM,Ravkoo,11323,Other,5729,Health,"1,000-9,999",Unknown,0,,true,,true,98,Unknown
11/09/2021 12:00:00 AM,01/07/2022 12:00:00 AM,Cyberattack,11/02/2021 12:00:00 AM,11/09/2021 12:00:00 AM,Medical Review Institute of America,11331,Malware,3225,Health,"1,000-9,999",1-99,0,7,true,7,true,59,1-99
12/21/2021 12:00:00 AM,01/19/2022 12:00:00 AM,Cyberattack,,12/21/2021 12:00:00 AM,Spokane Regional Health District,11332,Phishing,1058,Government,"1,000-9,999",Unknown,0,,true,,true,29,Unknown
12/21/2021 12:00:00 AM,01/19/2022 12:00:00 AM,Cyberattack,02/02/2021 12:00:00 AM,03/22/2021 12:00:00 AM,"LendUS, LLC",11336,Phishing,696,Finance,500-999,300-399,0,322,false,48,false,29,1-99
12/30/2021 12:00:00 AM,01/21/2022 12:00:00 AM,Theft or Mistake,12/27/2021 12:00:00 AM,,Boeing Employees' Credit Union,11337,,2187,Finance,"1,000-9,999",Unknown,,3,false,,false,22,Unknown
12/07/2021 12:00:00 AM,01/21/2022 12:00:00 AM,Cyberattack,03/26/2020 12:00:00 AM,04/07/2021 12:00:00 AM,"Nuna Baby Essentials, Inc. ",11374,Other,816,Business,500-999,500+,0,621,false,377,false,45,300-399
10/28/2021 12:00:00 AM,12/09/2021 12:00:00 AM,Cyberattack,10/24/2021 12:00:00 AM,11/24/2021 12:00:00 AM,Title Guaranty Company of Lewis County,11392,Ransomware,1109,Business,"1,000-9,999",1-99,27,4,true,31,false,42,1-99
12/14/2021 12:00:00 AM,01/25/2022 12:00:00 AM,Cyberattack,12/09/2021 12:00:00 AM,12/10/2021 12:00:00 AM,Aditi Consulting,11393,Other,918,Business,500-999,1-99,0,5,false,1,false,42,1-99
08/16/2021 12:00:00 AM,01/28/2022 12:00:00 AM,Cyberattack,08/16/2021 12:00:00 AM,08/17/2021 12:00:00 AM,Accutech Systems Corporation,11394,Ransomware,1376,Business,"1,000-9,999",1-99,1,0,true,1,false,165,1-99
07/01/2021 12:00:00 AM,12/14/2021 12:00:00 AM,Cyberattack,06/25/2021 12:00:00 AM,08/10/2021 12:00:00 AM,"Cities Digital, Inc.",11422,Malware,3000,Business,"1,000-9,999",1-99,40,6,true,46,false,166,1-99
11/18/2021 12:00:00 AM,12/29/2021 12:00:00 AM,Cyberattack,10/27/2021 12:00:00 AM,10/30/2021 12:00:00 AM,"Innovations Group, Inc.",11423,Malware,772,Health,500-999,1-99,0,22,false,3,false,41,1-99
11/18/2021 12:00:00 AM,01/28/2022 12:00:00 AM,Cyberattack,11/22/2021 12:00:00 AM,11/22/2021 12:00:00 AM,Keller Supply Company,11424,Ransomware,2486,Business,"1,000-9,999",0,4,-4,true,0,false,71,0
09/08/2020 12:00:00 AM,01/29/2022 12:00:00 AM,Cyberattack,09/03/2020 12:00:00 AM,09/08/2020 12:00:00 AM,Fairmount Memorial Association,11425,Ransomware,6909,Business,"1,000-9,999",1-99,0,5,true,5,true,508,1-99
11/23/2021 12:00:00 AM,01/31/2022 12:00:00 AM,Unauthorized Access,10/28/2021 12:00:00 AM,11/15/2021 12:00:00 AM,"Unum Group (""Unum"")",11427,,1610,Business,"1,000-9,999",1-99,0,26,false,18,false,69,1-99
09/16/2021 12:00:00 AM,01/31/2022 12:00:00 AM,Theft or Mistake,,,American Marriage Ministries,11428,,16727,Non-Profit/Charity,"10,000-49,999",Unknown,,,false,,false,137,Unknown
12/29/2021 12:00:00 AM,02/09/2022 12:00:00 AM,Cyberattack,,12/29/2021 12:00:00 AM,WA State Department of Transportation,11442,Other,2249,Government,"1,000-9,999",Unknown,0,,true,,true,42,Unknown
02/20/2021 12:00:00 AM,02/11/2022 12:00:00 AM,Cyberattack,01/22/2021 12:00:00 AM,02/20/2021 12:00:00 AM,"DPI Specialty Foods, Inc.",11443,Malware,610,Business,500-999,1-99,0,29,true,29,true,356,1-99
09/30/2020 12:00:00 AM,02/15/2022 12:00:00 AM,Cyberattack,04/09/2020 12:00:00 AM,10/22/2020 12:00:00 AM,Comprehensive Health Services,11450,Other,2785,Health,"1,000-9,999",100-199,22,174,true,196,false,503,100-199
01/18/2022 12:00:00 AM,02/18/2022 12:00:00 AM,Cyberattack,12/21/2021 12:00:00 AM,01/03/2022 12:00:00 AM,Virginia Mason Medical Center,11451,Phishing,3000,Health,"1,000-9,999",1-99,0,28,false,13,false,31,1-99
07/21/2021 12:00:00 AM,02/18/2022 12:00:00 AM,Cyberattack,07/15/2021 12:00:00 AM,07/21/2021 12:00:00 AM,"Welfare & Pension Administration Service, Inc. (WPAS)",11452,Malware,103557,Business,"50,000-999,999",1-99,0,6,true,6,true,212,1-99
11/22/2021 12:00:00 AM,02/22/2022 12:00:00 AM,Unauthorized Access,11/18/2021 12:00:00 AM,11/22/2021 12:00:00 AM,Logan Health Medical Center,11453,,3575,Health,"1,000-9,999",1-99,0,4,true,4,true,92,1-99
11/26/2021 12:00:00 AM,02/23/2022 12:00:00 AM,Cyberattack,11/23/2021 12:00:00 AM,11/23/2021 12:00:00 AM,"Creative Services, Inc., on behalf of relevant data owners",13146,Other,1311,Business,"1,000-9,999",1-99,0,3,false,0,false,89,0
01/24/2022 12:00:00 AM,02/24/2022 12:00:00 AM,Unauthorized Access,,,Washington State Department of Licensing,13147,,483904,Government,"50,000-999,999",Unknown,,,false,,false,31,Unknown
12/26/2021 12:00:00 AM,03/04/2022 12:00:00 AM,Cyberattack,12/17/2021 12:00:00 AM,12/26/2021 12:00:00 AM,"Wagstaff, Inc.",13148,Ransomware,2028,Business,"1,000-9,999",1-99,0,9,true,9,true,68,1-99
12/20/2021 12:00:00 AM,03/11/2022 12:00:00 AM,Unauthorized Access,12/06/2020 12:00:00 AM,12/20/2020 12:00:00 AM,"American Financial Resources, Inc.",13162,,6581,Finance,"1,000-9,999",300-399,0,379,false,14,false,81,1-99
07/05/2021 12:00:00 AM,03/15/2022 12:00:00 AM,Cyberattack,07/02/2021 12:00:00 AM,07/04/2021 12:00:00 AM,Chelan Douglas Health District,13163,Malware,108906,Health,"50,000-999,999",1-99,0,3,false,2,false,253,1-99
09/03/2021 12:00:00 AM,03/14/2022 12:00:00 AM,Cyberattack,09/03/2021 12:00:00 AM,09/03/2021 12:00:00 AM,Marker Group Inc.,13164,Ransomware,1493,Business,"1,000-9,999",0,0,0,true,0,true,192,0
02/06/2022 12:00:00 AM,03/16/2022 12:00:00 AM,Unauthorized Access,01/13/2022 12:00:00 AM,02/06/2022 12:00:00 AM,Sarku Japan,13215,Other,729,Business,500-999,1-99,0,24,true,24,true,38,1-99
12/06/2021 12:00:00 AM,03/18/2022 12:00:00 AM,Unauthorized Access,10/27/2021 12:00:00 AM,12/07/2021 12:00:00 AM,"Lakeview Loan Servicing, LLC",13216,,156630,Finance,"50,000-999,999",1-99,1,40,true,41,false,102,1-99
02/24/2022 12:00:00 AM,03/21/2022 12:00:00 AM,Cyberattack,02/23/2022 12:00:00 AM,03/23/2022 12:00:00 AM,Spokane Regional Health District,13217,Phishing,1260,Government,"1,000-9,999",1-99,27,1,true,28,false,25,1-99
08/01/2021 12:00:00 AM,03/21/2022 12:00:00 AM,Unauthorized Access,07/20/2021 12:00:00 AM,09/02/2021 12:00:00 AM,"Morley Companies, Inc.",13221,,42633,Business,"10,000-49,999",1-99,32,12,true,44,false,232,1-99
11/12/2021 12:00:00 AM,03/22/2022 12:00:00 AM,Cyberattack,11/10/2021 12:00:00 AM,11/17/2021 12:00:00 AM,"Horizon Actuarial Services, LLC",13222,Other,53256,Business,"50,000-999,999",1-99,5,2,true,7,false,130,1-99
03/04/2021 12:00:00 AM,03/23/2022 12:00:00 AM,Cyberattack,09/08/2020 12:00:00 AM,11/24/2021 12:00:00 AM,"Leerburg Enterprises, Inc.",13223,Skimmers,634,Business,500-999,400-499,265,177,true,442,false,384,400-499
03/10/2022 12:00:00 AM,03/25/2022 12:00:00 AM,Cyberattack,07/14/2021 12:00:00 AM,08/19/2021 12:00:00 AM,"Christie Business Holdings Company, P.C.",13227,Phishing,694,Health,500-999,200-299,0,239,false,36,false,15,1-99
10/03/2021 12:00:00 AM,03/25/2022 12:00:00 AM,Cyberattack,09/30/2021 12:00:00 AM,10/04/2021 12:00:00 AM,"Marten Transport, Ltd.",13228,Ransomware,521,Business,500-999,1-99,1,3,true,4,false,173,1-99
02/18/2022 12:00:00 AM,04/05/2022 12:00:00 AM,Unauthorized Access,10/09/2021 12:00:00 AM,02/18/2022 12:00:00 AM,Sterling Valley Systems d/b/a Inntopia,13263,,13396,Business,"10,000-49,999",100-199,0,132,true,132,true,46,100-199
12/06/2021 12:00:00 AM,04/06/2022 12:00:00 AM,Unauthorized Access,10/27/2021 12:00:00 AM,12/07/2021 12:00:00 AM,"Pingora Loan Servicing, LLC",13264,,52606,Finance,"50,000-999,999",1-99,1,40,true,41,false,121,1-99
07/04/2021 12:00:00 AM,04/06/2022 12:00:00 AM,Cyberattack,02/02/2021 12:00:00 AM,07/09/2021 12:00:00 AM,"DialAmerica Marketing, Inc.",13265,Ransomware,621,Business,500-999,100-199,5,152,true,157,false,276,100-199
02/04/2022 12:00:00 AM,04/07/2022 12:00:00 AM,Cyberattack,02/04/2022 12:00:00 AM,,PBS Engineering and Environmental,13270,Ransomware,691,Business,500-999,Unknown,,0,false,,false,62,Unknown
06/28/2021 12:00:00 AM,04/08/2022 12:00:00 AM,Unauthorized Access,06/28/2021 12:00:00 AM,06/28/2021 12:00:00 AM,Stevens & Lee,13271,,1028,Business,"1,000-9,999",0,0,0,true,0,true,284,0
01/08/2022 12:00:00 AM,04/12/2022 12:00:00 AM,Unauthorized Access,12/28/2021 12:00:00 AM,01/08/2022 12:00:00 AM,Illuminate Education,13290,,1743,Education,"1,000-9,999",1-99,0,11,true,11,true,94,1-99
02/05/2022 12:00:00 AM,04/14/2022 12:00:00 AM,Cyberattack,02/02/2022 12:00:00 AM,02/03/2022 12:00:00 AM,"AUTOPAY Direct, Inc. ",13291,Ransomware,831,Finance,500-999,1-99,0,3,false,1,false,68,1-99
